182	It sounds like an ANOVA (analysis of variance) setting, except that usually ANOVA is used to ask the question whether there are differences in growth between the concentrations. If you used ANOVA and found that there is a difference, then it wouldn't indicate which is the "best" one, just that they are different. There are post-hoc tests to look at all the different pairs. I'd take a different approach though: Can the different concentration be considered as gradually increasing? (rather than just "different" from each other). What kind of relationship do you anticipate between the feed concentration and the growth? How many concentrations to you have? how many records per concentration? If you have more than 2-3 concentrations and sufficient data on each concentration level you could fit a parametric or nonparametric growth curve (x-axis is concentration, y-axis is growth). This would give you a clearer idea of what is going on, with less assumptions.
183	Short answer: they differ by a quantile of the reference (usually, the standard normal) distribution. Long answer: you are estimating a certain population parameter (say, proportion of people with red hair; it may be something far more complicated, from say a logistic regression parameter to the 75th percentile of the gain in achievement scores to whatever). You collect your data, you run your estimation procedure, and the very first thing you look at is the point estimate, the quantity that approximates what you want to learn about your population (the sample proportion of redheads is 7%). Since this is a sample statistic, it is a random variable. As a random variable, it has a (sampling) distribution that can be characterized by mean, variance, distribution function, etc. While the point estimate is your best guess regarding the population parameter, the standard error is your best guess regarding the standard deviation of your estimator (or, in some cases, the square root of the mean squared error, MSE = bias$^2$ + variance). For a sample of size $n=1000$, the standard error of your proportion estimate is $\sqrt{0.07\cdot0.93/1000}$ $=0.0081$. The margin of error is the half-width of the associated confidence interval, so for the 95% confidence level, you would have $z_{0.975}=1.96$ resulting in a margin of error $0.0081\cdot1.96=0.0158$.
184	First of all, a CI for a given confidence percentage (e.g.95%) means, for all practical purposes (though technically it is not correct) that you are confident that the true value is in the interval. If this is interval is "narrow" (note that this can only be regarded in a relative fashion, so, for comparison with what follows, say it is 1 unit wide), it means that there is not much room to play: whichever value you pick in that interval is going to be close to the true value (because the interval is narrow), and you are quite certain of that (95%). Compare this to a relatively wide 95% CI (to match the example before, say it is 100 units wide): here, you are still 95% certain that the true value will be within this interval, yet that doesn't tell you very much, since there are relatively many values in the interval (about a factor 100 as opposed to 1 - and I ask, again, of purists to ignore the simplification). Typically, you are going to need a bigger interval when you want to be 99% certain that the true value is in it, than when you only need to be 95% certain (note: this may not be true if the intervals are not nested), so indeed, the more confidence you need, the broader the interval you will need to pick. On the other hand, you are more certain with the higher confidence interval. So, If I give you 2 intervals of the same width, and I say one is a 95% CI and the other is a 99% CI, I hope you will prefer the 99% one. In this sense, 99% CIs are more accurate: you have less doubt that you will have missed the truth.
185	The 95% is not numerically attached at all to how confident you are that you've covered the true effect in your experiment. Perhaps recognizing that "interval using 95% coverage range calculation" might be a more accurate name for it. You can make the choice to decide that the interval contains the true value; and you'll be right if you do that consistently 95% of the time. But you really don't know how likely it is for your particular experiment without more information. Q1: Your first query conflates two things and misuses a term. No wonder you're confused. A narrower confidence interval may be more precise but, when calculated the same way, such as the 95% method, they all have the same accuracy. They capture the true value the same proportion of the time. Also, just because it's narrow doesn't mean you're less likely to encounter a sample that falls within that narrow confidence interval. A narrow confidence interval can be achieved one of three ways. The experimental method or nature of the data could just have very low variance. The confidence interval around the boiling point of tap water at sea level is pretty small, regardless of the sample size. The confidence interval around the average weight of people might be rather large because people are very variable but one can make that confidence interval smaller by just acquiring more observations. In that case, as you gain more certainty about where you believe the true value is, by collecting more samples and making a narrower confidence interval, then the probability of encountering an individual in that confidence interval does go down. (it goes down in any case when you increase sample size, but you may not bother collecting the big sample in the boiling water case). Finally, it could be narrow because your sample is unrepresentative. In that case you are actually more likely to have one of the 5% of intervals that does not contain the true value. It's a bit of a paradox regarding CI width and something you should check by knowing the literature and how variable this data typically is. Further consider that the confidence interval is about trying to estimate the true mean value of the population. If you knew that spot on then you'd be even more precise (and accurate) and not even have a range of estimates. But your probability of encountering an observation with that exact same value would be far lower than finding one within any particular sample based CI. Q2: A 99% confidence interval is wider than a 95%. Therefore, it's more likely that it will contain the true value. See the distinction above between precise and accurate, you're conflating the two. If I make a confidence interval narrower with lower variability and higher sample size it becomes more precise, the likely values cover a smaller range. If I increase the coverage by using a 99% calculation it becomes more accurate, the true value is more likely to be within the range.
186	For a given dataset, increasing the confidence level of a confidence interval will only result in larger intervals (or at least not smaller). That's not about accuracy or precision but rather about how much risk you're willing to take about missing the true value. If you're comparing confidence intervals for the same sort of parameter from multiple data sets and one is smaller than the other, you could say that the smaller one is more precise. I prefer to talk about precision rather than accuracy in this situation (see this relevant Wikipedia article).
187	The standard deviation is the square root of the variance. The standard deviation is expressed in the same units as the mean is, whereas the variance is expressed in squared units, but for looking at a distribution, you can use either just so long as you are clear about what you are using. For example, a Normal distribution with mean = 10 and sd = 3 is exactly the same thing as a Normal distribution with mean = 10 and variance = 9.
188	You don't need both. They each have different purposes. The SD is usually more useful to describe the variability of the data while the variance is usually much more useful mathematically. For example, the sum of uncorrelated distributions (random variables) also has a variance that is the sum of the variances of those distributions. This wouldn't be true of the SD. On the other hand, the SD has the convenience of being expressed in units of the original variable.
189	If John refers to independent random variables when he says "unrelated distributions," then his response is correct. However, to answer your question, there are several points that can be added: The mean and variance are the two parameters that determine a normal distribution. The Chebyshev inequality bounds the probability of a observed random variable being within $k$ standard deviations of the mean. The standard deviation is used to normalize statistics for statistical tests (e.g. the known standard deviation is used to normalize a sample mean for the $z$ test that the mean differs from $0$ or the sample standard deviation is used to normalize the sample mean when the true standard deviation is unknown, resulting in the $t$ test). For a normal distribution $68\%$ percent of the distribution is within $1$ standard deviation. $95.4\%$ within $2$ standard deviations and over $99\%$ within $3$ standard deviations. The margin of error is expressed as a multiple of the standard deviation of the estimate. Variance and bias are measures of uncertainty in a random quantity. The mean square error for an estimate equals the variance + the squared bias.
190	Removing some of the data points in the middle would change the empirical distribution and therefore the qqplot. This being said, you can do the following and directly plot the quantiles of the empirical distribution vs. the quantiles of the theoretical distribution: x <- rnorm(1200000) mean.x <- mean(x) sd.x <- sd(x) quantiles.x <- quantile(x, probs = seq(0,1,b=0.000001)) quantiles.empirical <- qnorm(seq(0,1,by=0.000001),mean.x,sd.x) plot(quantiles.x~quantiles.empirical) You will have to adjust the seq depending on how deep you want to get into the tails. If you want to get clever you can also thin that sequence in the middle to speed up the plot. For example using plogis(seq(-17,17,by=.1)) is a possibility.
191	I am adding to some good answers here that I gave upvotes to. I think there is a little more that should be said to completely clear up the conclusion. I like the terms accurate and correct as Efron defines them. I gave a lengthy discussion on this very recently on a different question. Moderate whuber really liked that answer. I will not go to the same lnegth to repeat that here. However to Efron accuracy relates to the confidence level and correctness to the width or tightness of the interval. But you can't talk about tightness without considering accuracy first. Some confidence intervals are exact those are accurate because they have the actual coverage that they advertise. A 95% confidence interval can also be approximate because it uses an asymptotic distribution. Approximate intervals based on asymptotics are for a finite sample size n not going to have the advertised coverage which is the coverage you would get if the asymptotic distributionwere the exact distribution. So an approximate interval could undercover (i.e. advertise 95% when its actual coverage is only 91%) or in the rare but less serious case overcover (i.e. advertised coverage is 95% but actual in 98%). In the former case we worry about how close the actual coverage is to the advertised coverage). A measure of closeness is the order of accuracy which could be say 1/√n or 1/n. If the actual confidence level is close we call it accurate. Accuray is important with bootstrap confidence intervals which are never exact but some variants are more accurate than others. This definition of accuracy may be different to the one the OP is referring to but it should be clear now what Efron's definition is and why it is important to be accurate. Now if you have two methods that are exact we can prefer one over the other if for any confidence level it has the smaller expected width. A confidence interval that is best in this sense (sometime called shortest) would be the one to choose. But this required exactness. If the confidence level is only approximate we could be comparing apples and oranges. One could be narrower than another only because it is less accurate and hence has a lower actual coverage than its advertised coverage. If two confidence intervals are both very accurate or one is exact and the other very accurate comparing expected width may be okay because at least now we are looking at just two two varieties of apples.
192	I'm not sure #1 has a specific course of action, other than "add some more predictive features to your model". There are probably many potential causes to #2, but one can be outliers in the training dataset skewing some of the parameters in a logistic regression model.
193	While calculating the variance, we squared the deviations. It mean that if the given data (observations) is in meters, it will become meter square. Hope it's not correct representation about the deviations. So, we square root again (SD) that is nothing but SD.
194	The variance of a data set measures the mathematical dispersion of the data relative to the mean. However, though this value is theoretically correct, it is difficult to apply in a real-world sense because the values used to calculate it were squared. The standard deviation, as the square root of the variance gives a value that is in the same units as the original values, which makes it much easier to work with and easier to interpret in conjunction with the concept of the normal curve.
195	In terms of the distribution they're equivalent (yet obviously not interchangeable), but beware that in terms of estimators they're not: the square root of an estimate of the variance is NOT an (unbiased) estimator of the standard deviation. Only for a moderately large number of samples (and depending on the estimators) the two approach each other. For small sample sizes you need to know the parametric form of the distribution to convert among the two, which can become slightly circular.
196	Lets start by assuming the binomial distribution standard deviation is correct (it is). This is the standard deviation of the distribution of the number of successes out of $n$ trials given constant probability of success $p$. Call the number of successes, $X$. So $Var(X) = np(1-p)$, which is what you have (standard deviation squared). Since a proportion is the number of successes over the number of trials, we have: $Var(\frac{X}{n}) = \frac{Var(X)}{n^2} = \frac{np(1-p)}{n^2} = \frac{p(1-p)}{n}$. And thus standard deviation is of course $\sqrt{\frac{p(1-p)}{n}}$. In one case you are looking at counts, in the other you are looking at counts divided by sample size. Intuitively, you can imagine the counts of the number of successes are much higher ($X = 0, 1, 2, \ldots, n$) than a proportion ($0 \leq p \leq 1$). As $n$ increases, $X$ can take many different (and larger) integer values and has more variability; $p$, on the other hand, is restricted between 0 and 1. So $X$ has more variability.
197	I believe what you are looking for is Item Response Theory. The "useless" questions you refer to are items with poor discrimination. Using IRT analysis you can calculate the discrimination, difficulty, and the associated probability of guessing on items by survey participants. The R program has an easy package for using IRT and I imagine other statistical software packages do as well. If you want a quick overview here's the wikipedia page, but I would advise researching it more. http://en.wikipedia.org/wiki/Item_response_theory
198	In general, one can show that if $X_1, \ldots, X_n \text{ i.i.d. } \sim F$, then: $$\sqrt{n}(X_{(np)} - p)\overset{d}\rightarrow \mathrm{N}\left(0, \frac{p(1 - p)}{f^{2}(\xi_p)}\right)$$ where $f$ is the density of $F$. This result is classical, and can be proven in many ways, for one possible reference, see Example 2.4.9 in Lehmann's book: Elements of large-sample theory. In your case, based on this result, you can show that: $$\sqrt{n}(X_{(n/3)} - 1/3)\overset{d}\rightarrow \mathrm{N}\left(0, \frac{2}{9}\right).$$ The above statement is about convergence in distribution, using Slutsky's theorem, your educated case can be confirmed --- but you have to point out the convergence mode: it converges in probability. It is incorrect to just say "it converges to 1/3". To show it converges in probability to 1/3, it is more straightforward, you can just show $\mathrm{Var}(X_{(n/3)}) \rightarrow 0$ as $n \to \infty$.
199	Taking a transpose doesn't really make sense. You define vectors as either rows or columns (based on the notation used here it appears column vectors are used) and then define the kernel/mapping function accordingly. Basically, everything revolves around the following notation of inner product in feature space after using the mapping function $\phi(\cdot): \mathbb{R}^I \mapsto \mathbb{R}^F$ with $I$ and $F$ the input and feature space dimensionality, respectively (assuming column vectors): $$\kappa(\mathbf{u}, \mathbf{v}) = \langle \phi(\mathbf{u}), \phi(\mathbf{v}) \rangle = \phi(\mathbf{u})^T \phi(\mathbf{v}).$$ The reason the correct answer is A is evident, as all distances using $\phi_2$ will be a factor 4 larger than those of $\phi_1$. $\phi_2$ is essentially the same mapping as $\phi_1$, but scaling each mapped coordinate by a factor 2. If you have two (column) vectors $\mathbf{u}$ and $\mathbf{v}$ and a feature-wise scaling factor $\alpha$, then: $$\langle \mathbf{u}, \mathbf{v} \rangle = \mathbf{u}^T \mathbf{v}$$ $$\langle \alpha \mathbf{u}, \alpha \mathbf{v} \rangle = \alpha^2 \mathbf{u}^T \mathbf{v} = \alpha^2 \langle \mathbf{u}, \mathbf{v} \rangle$$ In the assignment $\phi_1(\mathbf{x}) = [\mathbf{x}, \mathbf{x}^2]^T$ and $\phi_2(\mathbf{x}) = [2\mathbf{x}, 2\mathbf{x}^2]^T = 2 \phi_1(\mathbf{x})$, which immediately means that all distances in the feature space induced by $\phi_2$ are a factor 4 larger than those in the space induced by $\phi_1$. For the final notation you assume column vectors, but you might just as well use row vectors (then a dot product is $\langle \mathbf{u},\mathbf{v}\rangle=\mathbf{uv}^T$ instead of $\langle \mathbf{u},\mathbf{v}\rangle=\mathbf{u}^T\mathbf{v}$). It's a matter of definition. However, if you start working in column vectors you have to continue doing so.
200	Not quite: these statements are only about Lance, not about all vegetarians. Suppose that we add the following piece of information to the little narrative: "Lance is not a vegetarian." Then $P(S_3) = P(S_4)$, since your event $B$ has probability zero. Since it's possible from the information given that Lance is a vegetarian, it's possible that $P(S_3) = P(S_4)$. Now, if we were asked to assign probabilities to these events based on the given narrative, it would only be reasonable to assign some probability to $B$, and moreover to assign some probability to $B \setminus A$ (Lance is a vegetarian and doesn't like barbecue). So, to anyone with common sense interpreting this narrative, $P(S_4) > P(S_3)$. (In general, it's a very bad idea to assign zero probability to anything that isn't logically impossible, because then no matter how much evidence you see to the contrary you'll never believe it.) I think then the "right answer" is somewhat debatable, depending on how you interpret this kind of weird problem setup, but $P(S_4) \ge P(S_3)$ seems the "most" correct to me.
201	This is an expanded (or exegetical expansion of @StasK answer) attempt at the question focusing on proportions. Standard Error: The standard error (SE) of the sampling distribution a proportion $p$ is defined as: $\text{SE}_p=\sqrt{\frac{p\,(1-p)}{n}}$. This can be contrasted to the standard deviation (SD) of the sampling distribution of a proportion $\pi$: $\sigma_p=\sqrt{\frac{\pi\,(1-\pi)}{n}}$. Confidence Interval: The confidence interval estimates the population parameter $\pi$ based on the sampling distribution and the central limit theorem (CLT) that allows a normal approximation. Hence, given a SE, and a proportion, $95\%$ the confidence interval will be calculated as: $$p\,\pm\,Z_{\alpha/2}\,\text{SE}$$ Given that $Z_{\alpha/2}=Z_{0.975}=1.959964\sim1.96$, the CI will be: $$p\,\pm\,1.96\,\sqrt{\frac{p\,(1-p)}{n}}$$. This raises a question regarding the utilization of the normal distribution even if we really don't know the population SD - when estimating confidence intervals for means, if the SE is used in lieu of the SD, the $t$ distribution is typically felt to be a better choice due to its fatter tails. However, in the case of a proportion, there is only one parameter, $p$, being estimated, since the formula for the Bernouilli variance is entirely dependent on $p$ as $p\,(1-p)$. This is very nicely explained here. Margin of Error: The margin of error is simply the "radius" (or half the width) of a confidence interval for a particular statistic, in this case the sample proportion: $\text{ME}_{\text{@ 95% CI}}=1.96\,\sqrt{\frac{p\,(1-p)}{n}}$. Graphically,
202	Compilation and expansion of comments: Let's presume your data is Normally distributed. If you want to form two-sided error bars (or confidence intervals), say at the 95% level, you will need to base that on the Student t distribution with n-1 degrees of freedom, where n is the number of data points. You propose to have 2 data points, therefore requiring use of Student t with 1 degree of freedom. 95% 2-sided error bars for n = 2 data points require a multiplicative factor of 12.71 on the sample standard deviation, not the familiar factor of 1.96 based on the Normal (Student t with $\infty$ degrees of freedom). The corresponding multiplicative factor for n = 3 data points is 4.30. The situation gets even more extreme for two-sided 99% error bars (confidence intervals). As you can see, at either confidence level, there's a big "savings" in the multiplicative factor if you have 3 data points instead of 2. And you don't get dinged as badly by the use of n-1 vs. n in the denominator of sample standard deviation. n Confidence Level Multiplicative Factor 2 0.95 12.71 3 0.95 4.30 4 0.95 3.18 5 0.95 2.78 infinity 0.95 1.96 2 0.99 63.66 3 0.99 9.92 4 0.99 5.84 5 0.99 4.60 infinity 0.99 2.58
203	Here is an example of a 2-dimensional Kalman filter that may be useful to you. It is in Python. The state vector is consists of four variables: position in the x0-direction, position in the x1-direction, velocity in the x0-direction, and velocity in the x1-direction. See the commented line "x: initial state 4-tuple of location and velocity: (x0, x1, x0_dot, x1_dot)". The state-transition matrix (F), which facilitates prediction of the system/objects next state, combines the present state values of position and velocity to predict position (i.e. x0 + x0_dot and x1 + x1_dot) and the present state values of velocity for velocity (i.e. x0_dot and x1_dot). The measurement matrix (H) appears to consider only position in both the x0 and x1 positions. The motion noise matrix (Q) is initialized to a 4-by-4 identity matrix, while the measurement noise is set to 0.0001. Hopefully this example will allow you to get your code working.
204	Setting aside your initial explanation of the time-series context, it might be useful to look at this as a simple case of observing two data points. For any two observed values $x_1 , x_2$ the sample standard deviation is $s = |x_2 - x_1| / \sqrt2$. This statistic is exactly as informative as giving the sample range of the two values (since it is just a scalar multiple of that statistic). There is nothing inherently wrong with using this statistic as information on the standard deviation of the underlying distribution, but obviously there is a great deal of variability to this statistic. The sampling distribution of the sample standard deviation depends on the underlying distribution for the observable values. In the special case where $X_1, X_2 \sim \text{IID N}(\mu, \sigma^2)$ are normal values you have $S \sim \sigma \cdot \chi_1$ which is a scaled half-normal distribution. Obviously this means that your sample standard deviation is quite a poor estimator of the standard deviation parameter (biased and with high variance), but that is to be expected with so little data.
205	If you only have 2 values, just present those 2 values. It doesn't make sense to convert 2 measurements into 2 other quantities (mean and stdev) if your audience is going to argue about the significance of one or the other. If you want to estimate uncertainty, these other responses are right on, but don't forget to add other potential sources of error (measurement instrument bias errors, resolution, etc.).
206	The $p$-value takes into account both the strength of the correlation $r$ as well as the number of samples. For example, if you had only two samples, you could easily fit a line through them, but your $p$-value would be large because 2 samples just aren't enough to tell you what's going on. Or in your example with $r = 0.98, p = 0.14$, how many samples do you have? If even with a nearly perfect correlation you do not get statistical significance that tells you that you might as well never have bothered to collect the data because no matter how strong the association you wouldn't be able to verify it. To avoid something like this, one can determine how many samples one needs before even conducting the analysis.
207	No, a probability mass function cannot have a value above 1. Quite simply, all the values of the probability mass function must sum to 1. Also, they must be non-negative. From here it follows that, if one of the values exceeded 1, the whole sum would exceed 1. And that is not allowed.
208	Your question has 2 parts Probability Mass Function: It have discrete values and we count only those values for probability. So F(x):Pr(R=x) is only the probabilty which is always less than 1 Probability Density Distribution: Here we don't have discrete values and if we consider a point Pr(of single point)=0. Hence we consider area during continous distribution counting. Now since we don't know the exact points(x) for probability distribution there can be cases when probability can be concentrated on a small points rather than the asked points(x). And we also know that area under such PDF curve should be 1. Hence if x is less than 1 then in order to keep area sum 1 value of F(x) should be greater than 1
209	With a fixed number of total cases N and 4 cells in the confusion matrix needing numbers of cases, you need to have 3 different additional sources of information. It's important to distinguish between the number of TP, TN, FP, and FN cases and the corresponding rates. Putting together this answer about what you can do with the True Positive Rate (same as Sensitivity) and the False Positive Rate, with this answer to a related question on Precision (also a rate) and Recall (same as Sensitivity), shows what you can do just with Specificity (True Negative Rate) and Sensitivity, which is what you would "ideally" like to be able to do. As the above answers and the Wikipedia page on evaluating binary classifiers show, with the standard definitions the false negative rate, FNR, is simply given by FNR = 1 - Sensitivity as the denominator in both measures is the number of cases with Condition Positive (CP). Similarly, the false positive rate, FPR, is simply given by FPR = 1- Specificity as the denominator in both measures is the number of cases with Condition Negative (CN). That's as far as you can get with only Specificity and Sensitivity. As the Wikipedia page notes, these measures are independent of prevalence (CP/N), which is a third source of information that can be used to place case numbers into the confusion matrix. Knowing the prevalence among the actual number of cases, N, would be best, but if you have a reasonable estimate of prevalence "according to the reference test" then you could use the prevalence to get estimated values for CP and CN for any given N, then use those numbers with the rates as calculated above to fill in the matrix with the numbers of cases. You could proceed to use that matrix to calculate all the other measures used in binary classification, like Precision, Positive and Negative Predictive Values, etc., as shown in the Wikipedia page linked above. That said, none of these measures is necessarily a good way to evaluate a classification model. This answer gives some introduction to that issue, with links to more complete discussion.
210	As in a logistic regression, the response variable of a cumulative link model is not the ORDINAL_response variable, but the probability that the ORDINAL_response variable will be below each of its possible levels. Plotting predicted values of the ORDINAL_response variable is thus impossible and does not make much sense: it is an ordinal variable, a type of qualitative variable, so it cannot take any numerical value (although the levels can be labelled with numbers), and any values between the levels are not meaningful. To understand this last point, replace the numbers with which you labelled your levels by words such as "not at all", "very little", "a little", "a fair amount", "a lot", "all" (for 6 levels). In your situation, you could either plot the probability of each levels for each value of the continuous variable, or plot the most probable level for each value of the continuous variable. For the first option (here the example is for a five level ordinal response): p <- predict(model, newdata = data.frame(continuous_predictor = sort(continuous_predictor)), type = "prob", interval = TRUE) plot(sort(continuous_predictor),p$fit[,1], type = "l") lines(sort(continuous_predictor),p$lwr[,1], col = "red") lines(sort(continuous_predictor),p$upr[,1], col = "red") for (i in 2:5){ lines(sort(continuous_predictor),p$fit[,i], lty = i) lines(sort(continuous_predictor),p$lwr[,i], lty = i, col = "red") lines(sort(continuous_predictor),p$upr[,i], lty = i, col = "red") } You can of course remove the confidence intervals if the graph is difficult to read, or plot the predicted probability for each level on a separate graph. For the second option, after calculating the predicted probabilities as in the previous example: most.probable <- apply(p$fit, 1, which.max) plot(sort(continuous_predictor),most.probable) In the limit case where your variable is not really an ordinal variable but rather a discrete numerical variable (that is, there is always the same difference between successive levels, proportionality holds such that level 4 really represent twice as much as level 2, and calculating an average between different levels is meaningful), then you can calculate the statistical expected value for each value of the independent variable: expected <- p$fit %*% 1:5 plot(sort(continuous_predictor), expected)
211	After some more reading I came to following conclusion: Invertible NN are just neural networks that represent bijective functions $f$. Normalizing flows are invertible NN $f$ that also have a tractable determinant of the Jacobian $D_x f$ as well as a tractable inverse $f^{-1}$. This allows for following interpretation: Let $X \sim p_X, Z \sim p_Z$ be some random variable with $Z = f(X)$. Then $$p_X(x) = p_Z(f(x)) \det D_x f .$$ Because $f$ has a tractable inverse $f^{-1}$ we can therefore easily sample from one of the two distributions $p_X, p_Z$ by sampling from the other one and using the transformation above. This could be applied in the following way (just as an example): We could train $f$ such that $p_X$ represents a distribution of images (e.g. represented by MNIST) and $p_Z$ a Gaussian. Then we can easily sample from the distribution of images by sampling $Z \sim p_Z$ (Gaussian) and just transforming it back to $X = f^{-1}(Z) \sim p_X$.
212	The margin of error is the amount added and subtracted in a confidence interval. The standard error is the standard deviation of the sample statistics if we could take many samples of the same size.
213	Each sequence of 1000 tosses of a fair coin will have its own peculiarities. There are some easily derived statements about what you can expect most of the time. Some involve counting the number of Heads. Let $X$ be the number of heads in $n = 1000$ independent tosses of a fair coin. Then $\mu=E(X) = 500,\, \sigma^2=Var(X) = 250,\,$ $\sigma = SD(X) = \sqrt{250} = 15.8114.$ So you would expect [exact computation in R] $$P(\mu-2\sigma \le X\le \mu+2\sigma) \approx 0.95 \approx P(458 \le X \le 532) = 0.9765.$$ diff(pbinom(c(457,532), 1000, .5)) [1] 0.9765306 However, you could get $X = 500$ exactly, which is the most common outcome and yet have 250 Heads followed by 250 Tails, which would be very 'unusual' because there are only two runs. (A run is a sequence of repeated outcomes.) On average, one would expect about 501 runs in a sequence of 1000 tosses. The fewest possible runs is 2 and the greatest is 1000 (alternating H and T throughout). Thus you can get a very 'ordinary' value of $X$ and a (tiny or huge) number of runs that makes you wonder whether coin tosses are truly independent. In order to say whether your 20 consecutive coin tosses are "different from ideal," you would have to state your criterion for ideal. Do you mean an almost average number of heads, an almost average number of runs, or something else? You have raised an important question. People who seek algorithms for generating pseudo-random numbers by computer, have long lists of criteria for "satisfactory" behavior. The idea is to generate numbers by computer that cannot be distinguished from "random" for practical purposes.
214	As hinted by @whuber (with thanks), the key is to transform the expectation to the (pure) moment of another normal distribution. We first recognise the expectation in question is, by definition $$ \mathbb{E}_{X \sim \mathcal{N}(\mu, \sigma^2)}(X^n e^{tX}) = \int x^n \exp(tx)\frac{1}{\sqrt{2\pi \sigma^2}}\exp\left(-\frac{1}{2}\frac{(x-\mu)^2}{\sigma^2}\right) \,\textrm{d}x .$$ We combine the exponential terms on the RHS to obtain $$ \int x^n \frac{1}{\sqrt{2\pi \sigma^2}} \exp\left(-\frac{1}{2}\left[\frac{(x-\mu)^2}{\sigma^2} - 2tx\right]\right) \,\textrm{d}x $$ Completing the square within the square brackets we have $$ \int x^n \frac{1}{\sqrt{2\pi \sigma^2}} \exp\left(-\frac{1}{2}\left[\frac{(x-(\mu+t\sigma^2))^2}{\sigma^2}\right]\right) \exp\left(\mu t + \frac{1}{2}\sigma^2 t^2\right) \,\textrm{d}x $$ The rightmost exponential term can be moved out of the integral. What is left inside is the moment of a different normal $\mathcal{N}(\mu + t\sigma^2, \sigma^2)$ by definition. Thus $$ \mathbb{E}_{X \sim \mathcal{N}(\mu, \sigma^2)}(X^n e^{tX}) = \mathbb{E}_{X \sim \mathcal{N}(\mu + t\sigma^2, \sigma^2)}(X^n) \cdot \exp\left(\mu t + \frac{1}{2}\sigma^2 t^2\right) $$ (For completeness) for $n = 1, 2$, $$\mathbb{E}_{X \sim \mathcal{N}(\mu + t\sigma^2, \sigma^2)}(X) = \mu + t\sigma^2$$ $$\mathbb{E}_{X \sim \mathcal{N}(\mu + t\sigma^2, \sigma^2)}(X^2) = Var(X) + \mathbb{E}^2_{X \sim \mathcal{N}(\mu + t\sigma^2, \sigma^2)}(X) = \sigma^2 + (\mu+t\sigma^2)^2.$$
215	One of the most popular ways to learn a (deterministic) function is Gaussian Process (GP) regression. It is commonly phrased in the Bayesian framework so that our 'prior beliefs' are $$ f(\cdot) \sim GP(m(\cdot), C(\cdot, \cdot))$$ where $m(\cdot)$ represents our prior expected value of $f(x)$ for any $x$. It's usually a 'rough and ready' approximation. E.g. you might be able to say $f(\cdot)$ is approximately linear over the domain of interest. Or perhaps a quadratic. Nothing too fancy here. The powerful component is $C(\cdot, \cdot)$ - the covariance function. By definition, $$Cov( f(x), f(x')) = C(x, x')$$ that is $C$ tells us about how correlated $f(x)$ is with $f(x')$. A very common covariance function is $$ C(x, x') = \sigma^2 \exp \left\{ -\frac{(x - x')^2}{\theta^2} \right\}$$ which is commonly called the 'squared exponential' covariance function. It's useful when $f$ is thought to be very smooth (in fact, the squared exponential covariance implies $f$ is infinitely mean square differentiable.). The GP (with this covariance function) also has the nice property that if you observe $f(x_0) = y_0$ the GP predicition at $x_0$ will be exactly $y_0$. It is an interpolator. Now, suppose I have observed outputs $y_i = f(x_i)$: $y = (y_1, y_2,\ldots, y_n)^T$ at $x = (x_1, x_2, \ldots, x_n)^T$. Denote the dataset $D_n = (x, y)$. Suppose I want to predict $y_0 = f(x_0)$ for some 'unseen' $x_0$. Under these GP assumptions, any finite collection of $y$s will be multivariate normal: $$ \begin{pmatrix} y \\ f(x_0) \end{pmatrix} \sim N \left\{\begin{pmatrix} m(x) \\ m(x_0) \end{pmatrix} , \begin{pmatrix} \Sigma_{yy} & \Sigma_{yy_0}\\ \Sigma_{y y} & \Sigma_{y_0 y_0 }\end{pmatrix} \right\}$$ Now the $\Sigma$ terms contain $C(x,x')$ for the various choices of $x_i$ we have observed. Then, conditional on $D_n$ we have $f(x_0) \sim N(m^*, v^*)$ with \begin{align} m^{*} &= m(x_0)- \Sigma_{y_0 y}\Sigma_{y y}^{-1}(y - m(x))\\ v^{*} & = \Sigma_{y_0 y_0} - \Sigma_{y_0 y}\Sigma_{y y}^{-1}\Sigma_{y y_0} \end{align} This is just a bit of simple matrix computation (can be a bit fiddly in practice though). Using some nice formulae, these predictions update nicely. See the equations between (8) and (9) here - this allows for 'online' prediction. Let's wrap it up with a nice little picture of a prediction, given some data: I'd also like to suggest Bobby Gramacy's textbook, Surrogates for further reading. It's geared specifically towards learning functions, it's quite new and a really nice read. There's also GPML an older textbook that is very popular (because it's very good!)
216	One approach is a scatter plot matrix with jittering of points given over-plotting of identical values. Refinements might include, depending partly on taste: Bubble plots, where bubble size encodes frequency. Hinton- or Bertin-type twoway bar charts, where bar height encodes frequency. In this case visual patterns can be supported by measures of agreement (not correlation) such as Lin's concordance correlation: Rating_1 Rating_2 0.633 Rating_1 Rating_True 0.630 Rating_2 Rating_True 0.839
217	Document everything. If you can't get a reply from the editors of the journal, write to the publisher. Or if it's the journal of a learned society, contact them. You probably can't act alone, but you may get more powerful allies (deeper pockets) on your side. There are others around you who have a vested interest in your work. In particular, the journal where you published your work… given that you transferred them the copyright, I suppose they might act in their own name against the plagiarist. Even if it does not escalate all the way to a legal action, the publisher of the plagiarized work might respond (or respond faster) to a well-known publisher. Your employer may also have an interest in helping you enforcing your copyright. They may also have a legal department who can advise you on this matter.
